codigo_ibge,ano_pib,pib_per_capita,populacao,uf,variacao_12m_pct,tercil_renda,tercil_populacao,perfil_formato
510780,2021,47710.14661391669,16839.0,Mato Grosso,-1.198470469704671,média,alta,Misto / avaliar caso a caso
500190,2021,44669.64436917866,24222.0,Mato Grosso do Sul,2.4056746559722564,média,alta,Misto / avaliar caso a caso
500150,2021,107143.79892871858,8342.0,Mato Grosso do Sul,2.4056746559722564,alta,média,Varejo tradicional
522180,2021,53932.59162303665,3700.0,Goiás,-0.15625883777098393,alta,baixa,"Varejo de nicho (renda alta, população pequena)"
500215,2021,42625.09612919764,8887.0,Mato Grosso do Sul,2.4056746559722564,média,média,Misto / avaliar caso a caso
500210,2021,37502.53602769503,21881.0,Mato Grosso do Sul,2.4056746559722564,média,alta,Misto / avaliar caso a caso
521000,2021,26211.257105581957,53884.0,Goiás,-0.15625883777098393,baixa,alta,Atacarejo
520995,2021,41119.220649041476,17985.0,Goiás,-0.15625883777098393,média,alta,Misto / avaliar caso a caso
520330,2021,47770.09418139595,37305.0,Goiás,-0.15625883777098393,média,alta,Misto / avaliar caso a caso
510455,2021,116095.87143252979,5201.0,Mato Grosso,-1.198470469704671,alta,baixa,"Varejo de nicho (renda alta, população pequena)"
521385,2021,24734.776725304466,2505.0,Goiás,-0.15625883777098393,baixa,baixa,Risco (sem escala nem renda)
510510,2021,38709.369241672575,36089.0,Mato Grosso,-1.198470469704671,média,alta,Misto / avaliar caso a caso
510500,2021,41633.87847678166,7881.0,Mato Grosso,-1.198470469704671,média,média,Misto / avaliar caso a caso
510520,2021,47518.42862279755,11622.0,Mato Grosso,-1.198470469704671,média,média,Misto / avaliar caso a caso
521830,2021,18554.55648138382,36291.0,Goiás,-0.15625883777098393,baixa,alta,Atacarejo
510517,2021,17718.101243233596,10057.0,Mato Grosso,-1.198470469704671,baixa,média,Atacarejo
522200,2021,60904.031800113575,15644.0,Goiás,-0.15625883777098393,alta,alta,Varejo tradicional
500200,2021,53113.12456016889,10947.0,Mato Grosso do Sul,2.4056746559722564,alta,média,Varejo tradicional
522185,2021,16873.082176189393,218416.0,Goiás,-0.15625883777098393,baixa,alta,Atacarejo
510775,2021,29229.38623682579,3657.0,Mato Grosso,-1.198470469704671,média,baixa,Misto / avaliar caso a caso
510792,2021,131893.51281322085,124665.0,Mato Grosso,-1.198470469704671,alta,alta,Varejo tradicional
510790,2021,64602.53088077336,223780.0,Mato Grosso,-1.198470469704671,alta,alta,Varejo tradicional
510788,2021,44198.82697947214,1941.0,Mato Grosso,-1.198470469704671,média,baixa,Misto / avaliar caso a caso
521530,2021,59251.736768978146,17035.0,Goiás,-0.15625883777098393,alta,alta,Varejo tradicional
510515,2021,32357.125515901917,48396.0,Mato Grosso,-1.198470469704671,média,alta,Misto / avaliar caso a caso
520180,2021,16324.344569288389,12806.0,Goiás,-0.15625883777098393,baixa,média,Atacarejo
520260,2021,27195.0,3237.0,Goiás,-0.15625883777098393,baixa,baixa,Risco (sem escala nem renda)
521850,2021,41846.26775519748,50329.0,Goiás,-0.15625883777098393,média,alta,Misto / avaliar caso a caso
510490,2021,22417.102137767222,7413.0,Mato Grosso,-1.198470469704671,baixa,média,Atacarejo
510480,2021,43245.41450028885,29803.0,Mato Grosso,-1.198470469704671,média,alta,Misto / avaliar caso a caso
510452,2021,235250.67220728428,8658.0,Mato Grosso,-1.198470469704671,alta,média,Varejo tradicional
521878,2021,68980.75296108291,4033.0,Goiás,-0.15625883777098393,alta,baixa,"Varejo de nicho (renda alta, população pequena)"
521860,2021,28694.188486451967,12665.0,Goiás,-0.15625883777098393,média,média,Misto / avaliar caso a caso
520280,2021,28349.437734277384,2993.0,Goiás,-0.15625883777098393,baixa,baixa,Risco (sem escala nem renda)
521015,2021,24188.796680497926,2968.0,Goiás,-0.15625883777098393,baixa,baixa,Risco (sem escala nem renda)
521010,2021,88781.61885620317,26223.0,Goiás,-0.15625883777098393,alta,alta,Varejo tradicional
522190,2021,27314.18918918919,3770.0,Goiás,-0.15625883777098393,baixa,baixa,Risco (sem escala nem renda)
500124,2021,100359.76340820079,11125.0,Mato Grosso do Sul,2.4056746559722564,alta,média,Varejo tradicional
500110,2021,23178.731529138302,48689.0,Mato Grosso do Sul,2.4056746559722564,baixa,alta,Atacarejo
500085,2021,79768.34220738201,11308.0,Mato Grosso do Sul,2.4056746559722564,alta,média,Varejo tradicional
500080,2021,45016.89337428697,7688.0,Mato Grosso do Sul,2.4056746559722564,média,média,Misto / avaliar caso a caso
510460,2021,156238.0709550521,12587.0,Mato Grosso,-1.198470469704671,alta,média,Varejo tradicional
521080,2021,29809.836808703534,4276.0,Goiás,-0.15625883777098393,média,baixa,Misto / avaliar caso a caso
521030,2021,25786.075036075035,2515.0,Goiás,-0.15625883777098393,baixa,baixa,Risco (sem escala nem renda)
521020,2021,27847.82815925773,37283.0,Goiás,-0.15625883777098393,baixa,alta,Atacarejo
522205,2021,53344.81226394135,9175.0,Goiás,-0.15625883777098393,alta,média,Varejo tradicional
521060,2021,20081.01851851852,4837.0,Goiás,-0.15625883777098393,baixa,baixa,Risco (sem escala nem renda)
521056,2021,20954.52604611443,5120.0,Goiás,-0.15625883777098393,baixa,baixa,Risco (sem escala nem renda)
530010,2021,92732.27020432566,2996899.0,Distrito Federal,7.7719277862177805,alta,alta,Varejo tradicional
522230,2021,51849.01531728665,6028.0,Goiás,-0.15625883777098393,alta,média,Varejo tradicional
500020,2021,75627.14508580344,17901.0,Mato Grosso do Sul,2.4056746559722564,alta,alta,Varejo tradicional
510785,2021,135983.7439249204,14604.0,Mato Grosso,-1.198470469704671,alta,média,Varejo tradicional
